Id,type,duration,MatchedTeller
1032875121,1,20,9001238465
1032874687,1,20,9001238464
1032874832,1,20,9001238471
1032875122,1,20,9001238460
1032875123,1,20,9001238462
1032874833,1,20,9001238469
1032875124,1,20,9001238466
1032875125,1,20,9001238467
1032874615,1,20,9001238457
1032874688,1,20,9001238468
1032874834,1,20,9001238456
1032875126,1,20,9001238459
1032875127,1,20,9001238472
1032874835,1,20,9001238477
1032875128,1,20,9001238476
1032875129,1,20,9001238458
1032874689,1,20,9001238473
1032874836,1,20,9001238461
1032875130,1,20,9001238483
1032875131,1,20,9001238463
1032874837,1,20,9001238480
1032875132,1,20,9001238478
1032875133,1,20,9001238484
1032874579,1,20,9001238474
1032874616,1,20,9001238470
1032874690,1,20,9001238482
1032874838,1,20,9001238481
1032875134,1,20,9001238479
1032875135,1,20,9001238475
1032874839,1,20,9001238484
1032875136,1,20,9001238477
1032875137,1,20,9001238476
1032874691,1,20,9001238478
1032874840,1,20,9001238483
1032875138,1,20,9001238480
1032875139,1,20,9001238474
1032874841,1,20,9001238471
1032875140,1,20,9001238456
1032875141,1,20,9001238470
1032874617,1,20,9001238464
1032874692,1,20,9001238465
1032874842,1,20,9001238468
1032875142,1,20,9001238469
1032875143,1,20,9001238460
1032874843,1,20,9001238462
1032875144,1,20,9001238457
1032875145,1,20,9001238466
1032874693,1,20,9001238467
1032874844,1,20,9001238461
1032875146,1,20,9001238459
1032875147,1,20,9001238472
1032874845,1,20,9001238473
1032875148,1,20,9001238458
1032875149,1,20,9001238463
1032874561,1,20,9001238483
1032874580,1,20,9001238482
1032874618,1,20,9001238481
1032874694,1,20,9001238480
1032874846,1,20,9001238475
1032875150,1,20,9001238478
1032875151,1,20,9001238479
1032874847,1,20,9001238476
1032875152,1,20,9001238484
1032875153,1,20,9001238477
1032874695,1,20,9001238484
1032874848,1,20,9001238477
1032875154,1,20,9001238482
1032875155,1,20,9001238483
1032874849,1,20,9001238458
1032875156,1,20,9001238456
1032875157,1,20,9001238457
1032874619,1,20,9001238463
1032874696,1,20,9001238471
1032874850,1,20,9001238474
1032875158,1,20,9001238462
1032875159,1,20,9001238465
1032874851,1,20,9001238470
1032875160,1,20,9001238464
1032875161,1,20,9001238460
1032874697,1,20,9001238468
1032874852,1,20,9001238469
1032875162,1,20,9001238476
1032875163,1,20,9001238480
1032874853,1,20,9001238473
1032875164,1,20,9001238466
1032875165,1,20,9001238459
1032874581,1,20,9001238481
1032874620,1,20,9001238461
1032874698,1,20,9001238467
1032874854,1,20,9001238479
1032875166,1,20,9001238475
1032875167,1,20,9001238472
1032874855,1,20,9001238478
1032875168,1,20,9001238482
1032875169,1,20,9001238478
1032874699,1,20,9001238484
1032874856,1,20,9001238477
1032875170,1,20,9001238483
1032875171,1,20,9001238475
1032874857,1,20,9001238476
1032875172,1,20,9001238480
1032875173,1,20,9001238479
1032874621,1,20,9001238481
1032874700,1,20,9001238472
1032874858,1,20,9001238457
1032875174,1,20,9001238460
1032875175,1,20,9001238456
1032874859,1,20,9001238458
1032875176,1,20,9001238464
1032875177,1,20,9001238474
1032874701,1,20,9001238463
1032874860,1,20,9001238471
1032875178,1,20,9001238470
1032875179,1,20,9001238462
1032874861,1,20,9001238465
1032875180,1,20,9001238459
1032875181,1,20,9001238468
1032874547,1,20,9001238469
1032874552,1,20,9001238466
1032874562,1,20,9001238473
1032874582,1,20,9001238461
1032874622,1,20,9001238467
1032874702,1,20,9001238479
1032874862,1,20,9001238478
1032875182,1,20,9001238484
1032875183,1,20,9001238482
1032874863,1,20,9001238481
1032875184,1,20,9001238483
1032874703,1,20,9001238480
1032874864,1,20,9001238477
1032874865,1,20,9001238476
1032874623,1,20,9001238475
1032874704,1,20,9001238476
1032874866,1,20,9001238475
1032874867,1,20,9001238484
1032874705,1,20,9001238478
1032874868,1,20,9001238461
1032874869,1,20,9001238457
1032874583,1,20,9001238470
1032874624,1,20,9001238479
1032874706,1,20,9001238472
1032874870,1,20,9001238467
1032874871,1,20,9001238471
1032874707,1,20,9001238458
1032874872,1,20,9001238460
1032874873,1,20,9001238456
1032874625,1,20,9001238463
1032874708,1,20,9001238464
1032874874,1,20,9001238474
1032874875,1,20,9001238477
1032874709,1,20,9001238481
1032874876,1,20,9001238473
1032874877,1,20,9001238462
1032874563,1,20,9001238468
1032874584,1,20,9001238482
1032874626,1,20,9001238459
1032874710,1,20,9001238465
1032874878,1,20,9001238480
1032874879,1,20,9001238483
1032874711,1,20,9001238466
1032874880,1,20,9001238469
1032877098,2,30,9001238485
1032878095,2,30,9001238534
1032878094,2,30,9001238486
1032878093,2,30,9001238488
1032878092,2,30,9001238492
1032878091,2,30,9001238500
1032878090,2,30,9001238516
1032878089,2,30,9001238517
1032878088,2,30,9001238501
1032878087,2,30,9001238518
1032878086,2,30,9001238519
1032878085,2,30,9001238493
1032878084,2,30,9001238502
1032878083,2,30,9001238520
1032878082,2,30,9001238521
1032878081,2,30,9001238503
1032878080,2,30,9001238522
1032878079,2,30,9001238523
1032878078,2,30,9001238489
1032878077,2,30,9001238494
1032878076,2,30,9001238504
1032878075,2,30,9001238524
1032878074,2,30,9001238525
1032878073,2,30,9001238505
1032878072,2,30,9001238526
1032878071,2,30,9001238527
1032878070,2,30,9001238495
1032878069,2,30,9001238506
1032878068,2,30,9001238528
1032878067,2,30,9001238529
1032878066,2,30,9001238507
1032878065,2,30,9001238530
1032878064,2,30,9001238531
1032878063,2,30,9001238487
1032878062,2,30,9001238490
1032878061,2,30,9001238496
1032878060,2,30,9001238508
1032878059,2,30,9001238532
1032878058,2,30,9001238533
1032878057,2,30,9001238509
1032878056,2,30,9001238497
1032878055,2,30,9001238510
1032878054,2,30,9001238511
1032878053,2,30,9001238491
1032878052,2,30,9001238498
1032878051,2,30,9001238512
1032878050,2,30,9001238513
1032878049,2,30,9001238499
1032878048,2,30,9001238514
1032878047,2,30,9001238515
1032878046,2,30,9001238534
1032878045,2,30,9001238529
1032878044,2,30,9001238528
1032878043,2,30,9001238530
1032878042,2,30,9001238531
1032878041,2,30,9001238532
1032878040,2,30,9001238533
1032878039,2,30,9001238507
1032878038,2,30,9001238521
1032878037,2,30,9001238516
1032878036,2,30,9001238520
1032878035,2,30,9001238518
1032878034,2,30,9001238517
1032878033,2,30,9001238519
1032878032,2,30,9001238515
1032878031,2,30,9001238524
1032878030,2,30,9001238523
1032878029,2,30,9001238522
1032878028,2,30,9001238526
1032878027,2,30,9001238525
1032878026,2,30,9001238527
1032878025,2,30,9001238509
1032878024,2,30,9001238514
1032878023,2,30,9001238508
1032878022,2,30,9001238513
1032878021,2,30,9001238511
1032878020,2,30,9001238510
1032878019,2,30,9001238512
1032878018,2,30,9001238485
1032878017,2,30,9001238486
1032878016,2,30,9001238500
1032878015,2,30,9001238488
1032878014,2,30,9001238492
1032878013,2,30,9001238501
1032878012,2,30,9001238502
1032878011,2,30,9001238493
1032878010,2,30,9001238503
1032878009,2,30,9001238504
1032878008,2,30,9001238489
1032878007,2,30,9001238494
1032878006,2,30,9001238499
1032878005,2,30,9001238505
1032878004,2,30,9001238506
1032878003,2,30,9001238495
1032878002,2,30,9001238487
1032878001,2,30,9001238496
1032878000,2,30,9001238490
1032877999,2,30,9001238497
1032877998,2,30,9001238491
1032877997,2,30,9001238498
1032877996,2,30,9001238534
1032877995,2,30,9001238532
1032877994,2,30,9001238533
1032877993,2,30,9001238529
1032877992,2,30,9001238531
1032877991,2,30,9001238530
1032877990,2,30,9001238528
1032877989,2,30,9001238530
1032877988,2,30,9001238528
1032877987,2,30,9001238520
1032877986,2,30,9001238512
1032877985,2,30,9001238526
1032877984,2,30,9001238510
1032877983,2,30,9001238516
1032877982,2,30,9001238507
1032877981,2,30,9001238521
1032877980,2,30,9001238519
1032877979,2,30,9001238517
1032877978,2,30,9001238518
1032877977,2,30,9001238522
1032877976,2,30,9001238515
1032877975,2,30,9001238523
1032877974,2,30,9001238524
1032877973,2,30,9001238531
1032877972,2,30,9001238529
1032877971,2,30,9001238532
1032877970,2,30,9001238527
1032877969,2,30,9001238511
1032877968,2,30,9001238534
1032877967,2,30,9001238533
1032877966,2,30,9001238525
1032877965,2,30,9001238513
1032877964,2,30,9001238514
1032877963,2,30,9001238509
1032877962,2,30,9001238508
1032877961,2,30,9001238505
1032877960,2,30,9001238492
1032877959,2,30,9001238485
1032877958,2,30,9001238498
1032877957,2,30,9001238497
1032877956,2,30,9001238488
1032877955,2,30,9001238491
1032877954,2,30,9001238500
1032877953,2,30,9001238486
1032877952,2,30,9001238493
1032877951,2,30,9001238499
1032877950,2,30,9001238502
1032877949,2,30,9001238501
1032877948,2,30,9001238503
1032877947,2,30,9001238494
1032877946,2,30,9001238489
1032877945,2,30,9001238504
1032877944,2,30,9001238495
1032877943,2,30,9001238506
1032877942,2,30,9001238490
1032877941,2,30,9001238496
1032877940,2,30,9001238487
1032877939,2,30,9001238528
1032877938,2,30,9001238530
1032877937,2,30,9001238529
1032877936,2,30,9001238531
1032877935,2,30,9001238532
1032877934,2,30,9001238533
1032877933,2,30,9001238534
1032877932,2,30,9001238515
1032877931,2,30,9001238510
1032877930,2,30,9001238508
1032877929,2,30,9001238509
1032877928,2,30,9001238520
1032877927,2,30,9001238526
1032877926,2,30,9001238512
1032877925,2,30,9001238522
1032877924,2,30,9001238516
1032877923,2,30,9001238521
1032877922,2,30,9001238507
1032877921,2,30,9001238519
1032877920,2,30,9001238518
1032877919,2,30,9001238517
1032877918,2,30,9001238511
1032877917,2,30,9001238524
1032877916,2,30,9001238523
1032877915,2,30,9001238514
1032877914,2,30,9001238527
1032877913,2,30,9001238513
1032877912,2,30,9001238525
1032877911,2,30,9001238496
1032877910,2,30,9001238505
1032877909,2,30,9001238494
1032877908,2,30,9001238488
1032877907,2,30,9001238487
1032877906,2,30,9001238492
1032877905,2,30,9001238497
1032877904,2,30,9001238498
1032877903,2,30,9001238485
1032877902,2,30,9001238486
1032877901,2,30,9001238503
1032877900,2,30,9001238500
1032877899,2,30,9001238491
1032877898,2,30,9001238493
1032877897,2,30,9001238501
1032877896,2,30,9001238502
1032877895,2,30,9001238499
1032877894,2,30,9001238490
1032877893,2,30,9001238489
1032877892,2,30,9001238506
1032877891,2,30,9001238495
1032877890,2,30,9001238504
1032877889,2,30,9001238534
1032877888,2,30,9001238533
1032877887,2,30,9001238532
1032877886,2,30,9001238530
1032877885,2,30,9001238528
1032877884,2,30,9001238529
1032877883,2,30,9001238531
1032877882,2,30,9001238529
1032877881,2,30,9001238531
1032877880,2,30,9001238519
1032877879,2,30,9001238509
1032877878,2,30,9001238525
1032877877,2,30,9001238513
1032877876,2,30,9001238515
1032877875,2,30,9001238508
1032877874,2,30,9001238510
1032877873,2,30,9001238507
1032877872,2,30,9001238520
1032877871,2,30,9001238512
1032877870,2,30,9001238526
1032877869,2,30,9001238522
1032877868,2,30,9001238521
1032877867,2,30,9001238516
1032877866,2,30,9001238528
1032877865,2,30,9001238533
1032877864,2,30,9001238518
1032877863,2,30,9001238527
1032877862,2,30,9001238524
1032877861,2,30,9001238534
1032877860,2,30,9001238511
1032877859,2,30,9001238517
1032877858,2,30,9001238530
1032877857,2,30,9001238532
1032877856,2,30,9001238514
1032877855,2,30,9001238523
1032877854,2,30,9001238495
1032877853,2,30,9001238496
1032877852,2,30,9001238501
1032877851,2,30,9001238492
1032877850,2,30,9001238504
1032877849,2,30,9001238505
1032877848,2,30,9001238487
1032877847,2,30,9001238488
1032877846,2,30,9001238494
1032877845,2,30,9001238485
1032877844,2,30,9001238493
1032877843,2,30,9001238498
1032877842,2,30,9001238497
1032877841,2,30,9001238486
1032877840,2,30,9001238491
1032877839,2,30,9001238500
1032877838,2,30,9001238503
1032877837,2,30,9001238502
1032877836,2,30,9001238506
1032877835,2,30,9001238489
1032877834,2,30,9001238490
1032877833,2,30,9001238499
1032877832,2,30,9001238531
1032877831,2,30,9001238529
1032877830,2,30,9001238532
1032877829,2,30,9001238528
1032877828,2,30,9001238533
1032877827,2,30,9001238530
1032877826,2,30,9001238534
1032877825,2,30,9001238522
1032877824,2,30,9001238513
1032877823,2,30,9001238523
1032877822,2,30,9001238514
1032877821,2,30,9001238519
1032877820,2,30,9001238525
1032877819,2,30,9001238509
1032877818,2,30,9001238526
1032877817,2,30,9001238515
1032877816,2,30,9001238510
1032877815,2,30,9001238508
1032877814,2,30,9001238507
1032877813,2,30,9001238512
1032877812,2,30,9001238520
1032877811,2,30,9001238524
1032877810,2,30,9001238521
1032877809,2,30,9001238516
1032877808,2,30,9001238527
1032877807,2,30,9001238518
1032877806,2,30,9001238511
1032877805,2,30,9001238517
1032877804,2,30,9001238534
1032877803,2,30,9001238490
1032877802,2,30,9001238495
1032877801,2,30,9001238491
1032877800,2,30,9001238530
1032877799,2,30,9001238505
1032877798,2,30,9001238499
1032877797,2,30,9001238496
1032877796,2,30,9001238504
1032877795,2,30,9001238492
1032877794,2,30,9001238501
1032877793,2,30,9001238494
1032877792,2,30,9001238486
1032877791,2,30,9001238488
1032877790,2,30,9001238487
1032877789,2,30,9001238485
1032877788,2,30,9001238497
1032877787,2,30,9001238498
1032877786,2,30,9001238493
1032877785,2,30,9001238533
1032877784,2,30,9001238489
1032877783,2,30,9001238529
1032877782,2,30,9001238500
1032877781,2,30,9001238531
1032877780,2,30,9001238528
1032877779,2,30,9001238506
1032877778,2,30,9001238532
1032877777,2,30,9001238502
1032877776,2,30,9001238503
1032878096,3,5,9001238535
1032878097,3,5,9001238584
1032878099,3,5,9001238536
1032878103,3,5,9001238538
1032878111,3,5,9001238542
1032878127,3,5,9001238550
1032878159,3,5,9001238566
1032878223,3,5,9001238567
1032878351,3,5,9001238551
1032878352,3,5,9001238568
1032878224,3,5,9001238569
1032878353,3,5,9001238543
1032878354,3,5,9001238552
1032878160,3,5,9001238570
1032878225,3,5,9001238571
1032878355,3,5,9001238553
1032878356,3,5,9001238572
1032878226,3,5,9001238573
1032878357,3,5,9001238539
1032878358,3,5,9001238544
1032878128,3,5,9001238554
1032878161,3,5,9001238574
1032878227,3,5,9001238575
1032878359,3,5,9001238555
1032878360,3,5,9001238576
1032878228,3,5,9001238577
1032878361,3,5,9001238545
1032878362,3,5,9001238556
1032878162,3,5,9001238578
1032878229,3,5,9001238579
1032878363,3,5,9001238557
1032878364,3,5,9001238580
1032878230,3,5,9001238581
1032878365,3,5,9001238537
1032878366,3,5,9001238540
1032878112,3,5,9001238546
1032878129,3,5,9001238558
1032878163,3,5,9001238582
1032878231,3,5,9001238583
1032878367,3,5,9001238559
1032878368,3,5,9001238547
1032878232,3,5,9001238560
1032878369,3,5,9001238561
1032878370,3,5,9001238541
1032878164,3,5,9001238548
1032878233,3,5,9001238562
1032878371,3,5,9001238563
1032878372,3,5,9001238549
1032878234,3,5,9001238564
1032878373,3,5,9001238565
1032878374,3,5,9001238564
1032878130,3,5,9001238565
1032878165,3,5,9001238571
1032878235,3,5,9001238566
1032878375,3,5,9001238584
1032878376,3,5,9001238570
1032878236,3,5,9001238568
1032878377,3,5,9001238567
1032878378,3,5,9001238569
1032878166,3,5,9001238579
1032878237,3,5,9001238574
1032878379,3,5,9001238573
1032878380,3,5,9001238572
1032878238,3,5,9001238578
1032878381,3,5,9001238576
1032878382,3,5,9001238575
1032878104,3,5,9001238577
1032878113,3,5,9001238559
1032878131,3,5,9001238580
1032878167,3,5,9001238581
1032878239,3,5,9001238558
1032878383,3,5,9001238583
1032878384,3,5,9001238582
1032878240,3,5,9001238563
1032878385,3,5,9001238561
1032878386,3,5,9001238560
1032878168,3,5,9001238562
1032878241,3,5,9001238557
1032878387,3,5,9001238535
1032878388,3,5,9001238536
1032878242,3,5,9001238550
1032878389,3,5,9001238538
1032878390,3,5,9001238542
1032878132,3,5,9001238551
1032878169,3,5,9001238552
1032878243,3,5,9001238543
1032878391,3,5,9001238553
1032878392,3,5,9001238554
1032878244,3,5,9001238539
1032878393,3,5,9001238544
1032878394,3,5,9001238555
1032878170,3,5,9001238556
1032878245,3,5,9001238545
1032878395,3,5,9001238549
1032878396,3,5,9001238537
1032878246,3,5,9001238546
1032878397,3,5,9001238540
1032878398,3,5,9001238547
1032878114,3,5,9001238541
1032878133,3,5,9001238548
1032878171,3,5,9001238576
1032878247,3,5,9001238564
1032878399,3,5,9001238570
1032878400,3,5,9001238560
1032878248,3,5,9001238562
1032878401,3,5,9001238584
1032878402,3,5,9001238565
1032878172,3,5,9001238571
1032878249,3,5,9001238566
1032878403,3,5,9001238569
1032878404,3,5,9001238567
1032878250,3,5,9001238568
1032878405,3,5,9001238578
1032878406,3,5,9001238572
1032878134,3,5,9001238579
1032878173,3,5,9001238574
1032878251,3,5,9001238573
1032878407,3,5,9001238561
1032878408,3,5,9001238577
1032878252,3,5,9001238581
1032878409,3,5,9001238575
1032878410,3,5,9001238580
1032878174,3,5,9001238559
1032878253,3,5,9001238563
1032878411,3,5,9001238583
1032878412,3,5,9001238558
1032878254,3,5,9001238582
1032878413,3,5,9001238555
1032878414,3,5,9001238535
1032878100,3,5,9001238542
1032878105,3,5,9001238548
1032878115,3,5,9001238557
1032878135,3,5,9001238541
1032878175,3,5,9001238538
1032878255,3,5,9001238550
1032878415,3,5,9001238536
1032878416,3,5,9001238543
1032878256,3,5,9001238544
1032878417,3,5,9001238552
1032878418,3,5,9001238551
1032878176,3,5,9001238539
1032878257,3,5,9001238554
1032878419,3,5,9001238553
1032878420,3,5,9001238547
1032878258,3,5,9001238556
1032878421,3,5,9001238549
1032878422,3,5,9001238545
1032878136,3,5,9001238540
1032878177,3,5,9001238546
1032878259,3,5,9001238537
1032878423,3,5,9001238579
1032878424,3,5,9001238576
1032878260,3,5,9001238584
1032878425,3,5,9001238558
1032878426,3,5,9001238582
1032878178,3,5,9001238562
1032878261,3,5,9001238570
1032878427,3,5,9001238564
1032878428,3,5,9001238560
1032878262,3,5,9001238572
1032878429,3,5,9001238565
1032878430,3,5,9001238566
1032878116,3,5,9001238571
1032878137,3,5,9001238578
1032878179,3,5,9001238567
1032878263,3,5,9001238569
1032878431,3,5,9001238568
1032878432,3,5,9001238583
1032878264,3,5,9001238573
1032878433,3,5,9001238581
1032878434,3,5,9001238574
1032878180,3,5,9001238577
1032878265,3,5,9001238561
1032878435,3,5,9001238563
1032878436,3,5,9001238580
1032878266,3,5,9001238575
1032878437,3,5,9001238559
1032878438,3,5,9001238539
1032878138,3,5,9001238535
1032878181,3,5,9001238541
1032878267,3,5,9001238537
1032878439,3,5,9001238555
1032878440,3,5,9001238546
1032878268,3,5,9001238557
1032878441,3,5,9001238548
1032878442,3,5,9001238542
1032878182,3,5,9001238536
1032878269,3,5,9001238551
1032878443,3,5,9001238550
1032878444,3,5,9001238538
1032878270,3,5,9001238552
1032878445,3,5,9001238544
1032878446,3,5,9001238543
1032878106,3,5,9001238540
1032878117,3,5,9001238554
1032878139,3,5,9001238547
1032878183,3,5,9001238553
1032878271,3,5,9001238545
1032878447,3,5,9001238549
1032878448,3,5,9001238556
1032878272,3,5,9001238567
1032878449,3,5,9001238579
1032878450,3,5,9001238562
1032878184,3,5,9001238575
1032878273,3,5,9001238559
1032878451,3,5,9001238582
1032878452,3,5,9001238584
1032878274,3,5,9001238576
1032878453,3,5,9001238558
1032878454,3,5,9001238578
1032878140,3,5,9001238570
1032878185,3,5,9001238560
1032878275,3,5,9001238564
1032878455,3,5,9001238571
1032878456,3,5,9001238565
1032878276,3,5,9001238572
1032878457,3,5,9001238566
1032878458,3,5,9001238580
1032878186,3,5,9001238568
1032878277,3,5,9001238581
1032878459,3,5,9001238569
1032878460,3,5,9001238573
1032878278,3,5,9001238583
1032878461,3,5,9001238563
1032878462,3,5,9001238577
1032878118,3,5,9001238574
1032878141,3,5,9001238561
1032878187,3,5,9001238552
1032878279,3,5,9001238535
1032878463,3,5,9001238546
1032878464,3,5,9001238556
1032878280,3,5,9001238539
1032878465,3,5,9001238549
1032878466,3,5,9001238555
1032878188,3,5,9001238537
1032878281,3,5,9001238541
1032878467,3,5,9001238542
1032878282,3,5,9001238538
1032878142,3,5,9001238548
1032878189,3,5,9001238557
1032878283,3,5,9001238550
1032878284,3,5,9001238551
1032878190,3,5,9001238536
1032878285,3,5,9001238545
1032878286,3,5,9001238544
1032878098,3,5,9001238540
1032878101,3,5,9001238543
1032878107,3,5,9001238553
1032878119,3,5,9001238547
1032878143,3,5,9001238554
1032878191,3,5,9001238565
1032878287,3,5,9001238567
1032878288,3,5,9001238582
1032878192,3,5,9001238574
1032878289,3,5,9001238561
1032878290,3,5,9001238559
1032878144,3,5,9001238562
1032878193,3,5,9001238579
1032878291,3,5,9001238575
1032878292,3,5,9001238571
1032878194,3,5,9001238584
1032878293,3,5,9001238558
1032878294,3,5,9001238576
1032878120,3,5,9001238564
1032878145,3,5,9001238570
1032878195,3,5,9001238578
1032878295,3,5,9001238560
1032878296,3,5,9001238577
1032878196,3,5,9001238566
1032878297,3,5,9001238581
1032878298,3,5,9001238572
1032878146,3,5,9001238568
1032878197,3,5,9001238580
1032878299,3,5,9001238563
1032878300,3,5,9001238573
1032878198,3,5,9001238569
1032878301,3,5,9001238583
1032878302,3,5,9001238550
1032878108,3,5,9001238535
1032878121,3,5,9001238549
1032878147,3,5,9001238554
1032878199,3,5,9001238552
1032878303,3,5,9001238547
1032878304,3,5,9001238539
1032878200,3,5,9001238556
1032878305,3,5,9001238546
1032878306,3,5,9001238541
1032878148,3,5,9001238557
1032878201,3,5,9001238537
1032878307,3,5,9001238555
1032878308,3,5,9001238548
1032878202,3,5,9001238538
1032878309,3,5,9001238542
1032878310,3,5,9001238553
1032878122,3,5,9001238551
1032878149,3,5,9001238545
1032878203,3,5,9001238536
1032878311,3,5,9001238543
1032878312,3,5,9001238540
1032878204,3,5,9001238544
1032878313,3,5,9001238570
1032878314,3,5,9001238565
1032878150,3,5,9001238559
1032878205,3,5,9001238569
1032878315,3,5,9001238583
1032878316,3,5,9001238561
1032878206,3,5,9001238582
1032878317,3,5,9001238567
1032878318,3,5,9001238574
1032878102,3,5,9001238564
1032878109,3,5,9001238562
1032878123,3,5,9001238575
1032878151,3,5,9001238579
1032878207,3,5,9001238576
1032878319,3,5,9001238584
1032878320,3,5,9001238571
1032878208,3,5,9001238558
1032878321,3,5,9001238573
1032878322,3,5,9001238560
1032878152,3,5,9001238581
1032878209,3,5,9001238578
1032878323,3,5,9001238566
1032878324,3,5,9001238577
1032878210,3,5,9001238563
1032878325,3,5,9001238568
1032878326,3,5,9001238572
1032878124,3,5,9001238580
1032878153,3,5,9001238548
1032878211,3,5,9001238535
1032878327,3,5,9001238547
1032878328,3,5,9001238544
1032878212,3,5,9001238550
1032878329,3,5,9001238540
1032878330,3,5,9001238552
1032878154,3,5,9001238554
1032878213,3,5,9001238549
1032878331,3,5,9001238546
1032878332,3,5,9001238555
1032878214,3,5,9001238556
1032878333,3,5,9001238539
1032878334,3,5,9001238537
1032878110,3,5,9001238557
1032878125,3,5,9001238541
1032878155,3,5,9001238543
1032878215,3,5,9001238538
1032878335,3,5,9001238553
1032878336,3,5,9001238542
1032878216,3,5,9001238536
1032878337,3,5,9001238545
1032878338,3,5,9001238551
1032878156,3,5,9001238584
1032878217,3,5,9001238570
1032878339,3,5,9001238561
1032878340,3,5,9001238572
1032878218,3,5,9001238580
1032878341,3,5,9001238583
1032878342,3,5,9001238559
1032878126,3,5,9001238565
1032878157,3,5,9001238569
1032878219,3,5,9001238576
1032878343,3,5,9001238582
1032878344,3,5,9001238574
1032878220,3,5,9001238567
1032878345,3,5,9001238579
1032878346,3,5,9001238562
1032878158,3,5,9001238564
1032878221,3,5,9001238575
1032878347,3,5,9001238568
1032878348,3,5,9001238558
1032878222,3,5,9001238581
1032878349,3,5,9001238571
1032878350,3,5,9001238560
1032878670,3,10,9001238573
1032878669,3,10,9001238563
1032878668,3,10,9001238566
